;比奇大地图
盟重省,861,176,祖玛寺庙,$7BBDCE,0
盟重省,850,212,(30-45级),$7BBDCE,0
盟重省,205,744,毒蛇山谷通道,$7BBDCE,0
盟重省,600,740,毒蛇山谷通道,$7BBDCE,0
盟重省,836,650,红名村,$33FFFF,0
盟重省,640,296,沙巴克,$33FFFF,0
盟重省,305,316,土城,$33FFFF,0
盟重省,255,86,死亡山谷(25-32级),$7BBDCE,0
盟重省,927,117,雪山引路人,$7BBDCE,0

盟重省,315,335,洪荒战场,$7BBDCE,0

盟重省,306,325,石墓(26-42级),$8CEFF7,1
盟重省,315,335,洪荒战场,$8CEFF7,1
盟重省,927,117,雪山引路人,$8CEFF7,1
盟重省,306,325,石墓,$8CEFF7,1
盟重省,334,310,武器店,$7BBDCE,1
盟重省,320,291,服装店,$7BBDCE,1
盟重省,290,290,首饰店,$7BBDCE,1
盟重省,307,362,仓库,$7BBDCE,1
盟重省,270,347,药店,$7BBDCE,1
盟重省,408,324,书店,$7BBDCE,1
盟重省,363,333,药店,$7BBDCE,1
盟重省,384,297,酒馆,$7BBDCE,1
盟重省,319,347,英雄之门,$7BBDCE,1

;毒蛇山谷大地图
毒蛇山谷,255,39,盟重通道,$7BBDCE,0
毒蛇山谷,507,57,盟重通道,$7BBDCE,0
毒蛇山谷,522,171,山谷矿区,$7BBDCE,0
毒蛇山谷,522,211,(15-28级),$7BBDCE,0
毒蛇山谷,501,474,山谷村落,$7BBDCE,0
毒蛇山谷,417,558,比奇通道,$7BBDCE,0
毒蛇山谷,450,300,行会战入口,$7BBDCE,0

;毒蛇山谷小地图
毒蛇山谷,503,479,杂货铺,$8CEFF7,1
毒蛇山谷,518,477,服装店,$8CEFF7,1
毒蛇山谷,516,466,仓库,$8CEFF7,1
毒蛇山谷,519,492,铁匠铺,$8CEFF7,1
毒蛇山谷,506,497,药店,$8CEFF7,1
毒蛇山谷,450,300,行会战入口,$8CEFF7,1


;白日门大地图
白日门,52,480,沃玛森林,$7BBDCE,0
白日门,350,238,丛林迷宫(35-40级),$7BBDCE,0
白日门,180,312,白日门,$33FFFF,0


;白日门小地图
白日门,142,319,首饰店,$7BBDCE,1
白日门,180,354,杂货店,$7BBDCE,1
白日门,214,313,服装店,$7BBDCE,1
白日门,230,292,武器店,$7BBDCE,1
白日门,175,289,药店,$7BBDCE,1
白日门,206,265,书店,$7BBDCE,1
白日门,230,258,虎卫堂,$7BBDCE,1
白日门,190,288,仓库,$7BBDCE,1
白日门,176,315,屠夫,$7BBDCE,1
白日门,176,328,英雄之门,$7BBDCE,1

;封魔谷大地图
封魔谷,118,67,封魔矿区(15-28级),$33FFFF,0
封魔谷,445,189,沃玛森林,$33FFFF,0
封魔谷,230,205,封魔城,$33FFFF,0

;封魔谷小地图
封魔谷,213,234,武器店,$7BBDCE,1
封魔谷,216,183,封魔堡,$7BBDCE,1
封魔谷,227,243,药店,$7BBDCE,1
封魔谷,240,230,首饰店,$7BBDCE,1
封魔谷,258,205,服装店,$7BBDCE,1
封魔谷,244,183,肉店,$7BBDCE,1
封魔谷,234,166,仓库,$7BBDCE,1
封魔谷,240,191,英雄之门,$7BBDCE,1


;丛林迷宫大地图
丛林迷宫,280,126,赤月峡谷东入口,$7BBDCE,0
丛林迷宫,93,17,赤月峡谷北入口,$7BBDCE,0
丛林迷宫,24,298,赤月峡谷南入口,$7BBDCE,0

;丛林迷宫小地图
丛林迷宫,93,17,白日门勇士,$7BBDCE,1

;苍月岛大地图
苍月岛,144,320,苍月岛,$33FFFF,0
苍月岛,547,129,骨魔洞(28-42级),$7BBDCE,0
苍月岛,656,461,牛魔寺庙,$7BBDCE,0
苍月岛,656,512,(30-44级以上),$7BBDCE,0
苍月岛,527,617,尸魔洞,$7BBDCE,0
苍月岛,523,668,(25-42级以上),$7BBDCE,0


苍月岛,537,705,苍月画家,$7BBDCE,1
;苍月岛小地图
苍月岛,136,314,杂货店,$7BBDCE,1
苍月岛,127,307,武器店,$7BBDCE,1
苍月岛,147,328,服装店,$7BBDCE,1
苍月岛,148,352,药店,$7BBDCE,1
苍月岛,155,298,书店,$7BBDCE,1
苍月岛,126,331,仓库,$7BBDCE,1
苍月岛,155,339,首饰店,$7BBDCE,1
苍月岛,126,345,英雄之门,$7BBDCE,1

;魔龙城大地图
魔龙城,432,58,魔龙西郊,$7BBDCE,0
魔龙城,432,92,(40-55级),$7BBDCE,0
魔龙城,432,352,魔龙东郊,$7BBDCE,0
魔龙城,432,388,(40-55级),$7BBDCE,0
魔龙城,118,145,魔龙城,$33FFFF,0
魔龙城,118,145,魔龙城,$33FFFF,0

;魔龙城小地图
魔龙城,139,154,杂货店,$7BBDCE,1
魔龙城,105,137,武器店,$7BBDCE,1
魔龙城,109,163,服装店,$7BBDCE,1
魔龙城,128,142,药店,$7BBDCE,1
魔龙城,95,156,仓库,$7BBDCE,1
魔龙城,113,127,首饰店,$7BBDCE,1
魔龙城,130,165,英雄之门,$7BBDCE,1

;英雄圣地大地图
英雄圣地,38,58,45级以下,$7BBDCE,1
英雄圣地,53,73,55级以下,$7BBDCE,1
英雄圣地,53,49,65级以下,$7BBDCE,1
英雄圣地,62,58,70级以下,$7BBDCE,1
英雄圣地,66,44,66级以上,$7BBDCE,1

;静之雪崖大地图
静之雪崖,15,50,静之冰窟,$7BBDCE,0
静之雪崖,215,193,关卡任务,$7BBDCE,0

;静之雪崖小地图
静之雪崖,15,50,静之冰窟,$7BBDCE,1
静之雪崖,215,193,关卡任务,$7BBDCE,1

;静之冰窟大地图
静之冰窟,209,102,静之雪崖,$7BBDCE,0

;静之冰窟小地图
静之冰窟,209,102,静之雪崖,$7BBDCE,1

;静之冰谷大地图
静之冰谷,36,17,初级怒之冰谷西,$7BBDCE,0
静之冰谷,166,167,初级怒之冰谷东,$7BBDCE,0
静之冰谷,36,167,初级怒之冰谷南,$7BBDCE,0
静之冰谷,166,17,初级怒之冰谷北,$7BBDCE,0
静之冰谷,100,156,关卡任务,$7BBDCE,0

;静之冰谷小地图
静之冰谷,36,17,初级怒之冰谷西,$7BBDCE,1
静之冰谷,166,167,初级怒之冰谷东,$7BBDCE,1
静之冰谷,36,167,初级怒之冰谷南,$7BBDCE,1
静之冰谷,166,17,初级怒之冰谷北,$7BBDCE,1
静之冰谷,100,156,关卡任务,$7BBDCE,1

;静之寒岭大地图
静之寒岭,36,17,初级怒之寒岭,$7BBDCE,0
静之寒岭,166,167,中级怒之寒岭,$7BBDCE,0
静之寒岭,36,167,顶级怒之寒岭,$7BBDCE,0
静之寒岭,166,17,高级怒之寒岭,$7BBDCE,0
静之寒岭,100,156,关卡任务,$7BBDCE,0

;静之寒岭小地图
静之寒岭,36,17,初级怒之寒岭,$7BBDCE,1
静之寒岭,166,167,中级怒之寒岭,$7BBDCE,1
静之寒岭,36,167,顶级怒之寒岭,$7BBDCE,1
静之寒岭,166,17,高级怒之寒岭,$7BBDCE,1
静之寒岭,100,156,关卡任务,$7BBDCE,1

;静之雪原大地图
静之雪原,36,17,初级怒之雪原,$7BBDCE,0
静之雪原,166,167,中级怒之雪原,$7BBDCE,0
静之雪原,36,167,顶级怒之雪原,$7BBDCE,0
静之雪原,166,17,高级怒之雪原,$7BBDCE,0
静之雪原,100,156,关卡任务,$7BBDCE,0

;静之雪原小地图
静之雪原,36,17,初级怒之雪原,$7BBDCE,1
静之雪原,166,167,中级怒之雪原,$7BBDCE,1
静之雪原,36,167,顶级怒之雪原,$7BBDCE,1
静之雪原,166,17,高级怒之雪原,$7BBDCE,1
静之雪原,100,156,关卡任务,$7BBDCE,1

;静之寒冰王座大地图
静之寒冰王座,24,73,初级怒之王座,$7BBDCE,0
静之寒冰王座,194,174,高级怒之王座,$7BBDCE,0
静之寒冰王座,167,214,初级怒之王座,$7BBDCE,0
静之寒冰王座,61,34,高级怒之王座,$7BBDCE,0
静之寒冰王座,63,155,初级怒之王座,$7BBDCE,0
静之寒冰王座,173,114,高级怒之王座,$7BBDCE,0
静之寒冰王座,95,185,初级怒之王座,$7BBDCE,0
静之寒冰王座,137,78,高级怒之王座,$7BBDCE,0
静之寒冰王座,156,150,关卡任务,$7BBDCE,0

;静之寒冰王座小地图
静之寒冰王座,39,71,初级怒之王座,$7BBDCE,1
静之寒冰王座,204,193,高级怒之王座,$7BBDCE,1
静之寒冰王座,167,214,初级怒之王座,$7BBDCE,1
静之寒冰王座,61,34,高级怒之王座,$7BBDCE,1
静之寒冰王座,63,155,初级怒之王座,$7BBDCE,1
静之寒冰王座,173,114,高级怒之王座,$7BBDCE,1
静之寒冰王座,95,185,初级怒之王座,$7BBDCE,1
静之寒冰王座,137,78,高级怒之王座,$7BBDCE,1
静之寒冰王座,156,150,关卡任务,$7BBDCE,1

迷失大陆,66,83,狐月天珠[疯狂],$7BBDCE,0
迷失大陆,66,83,狐月天珠[疯狂],$7BBDCE,1

迷失大陆,60,148,雪域魔王[疯狂],$7BBDCE,0
迷失大陆,60,148,雪域魔王[疯狂],$7BBDCE,1

迷失大陆,62,226,雷炎蛛王[疯狂],$7BBDCE,0
迷失大陆,62,226,雷炎蛛王[疯狂],$7BBDCE,1

迷失大陆,77,214,世界BOSS·电尸,$7BBDCE,0
迷失大陆,77,214,世界BOSS·电尸,$7BBDCE,1

迷失大陆,177,214,世界BOSS·霸王,$7BBDCE,0
迷失大陆,177,214,世界BOSS·霸王,$7BBDCE,1

迷失大陆,236,71,世界BOSS·万恶,$7BBDCE,0
迷失大陆,236,71,世界BOSS·万恶,$7BBDCE,1

迷失大陆,231,155,世界BOSS·米尔,$7BBDCE,0
迷失大陆,231,155,世界BOSS·米尔,$7BBDCE,1

迷失大陆,79,265,瘟疫统帅,$7BBDCE,0
迷失大陆,79,265,瘟疫统帅,$7BBDCE,1

迷失大陆,262,193,深渊魔影巨人,$7BBDCE,0
迷失大陆,262,193,深渊魔影巨人,$7BBDCE,1

迷失大陆,173,119,火龙神,$7BBDCE,0
迷失大陆,173,119,火龙神,$7BBDCE,1
桃园之门,62,87,桃园画家,$7BBDCE,0
桃园之门,62,87,桃园画家,$7BBDCE,1
盟重省,715,417,盟重画家,$7BBDCE,0
盟重省,715,417,盟重画家,$7BBDCE,1
封魔谷,122,403,封魔画家,$7BBDCE,0
封魔谷,122,403,封魔画家,$7BBDCE,1
狐月神殿,12,26,狐月画家,$7BBDCE,0
狐月神殿,12,26,狐月画家,$7BBDCE,1
牛魔寺庙大厅,51,50,牛魔画家,$7BBDCE,1
牛魔寺庙大厅,51,50,牛魔画家,$7BBDCE,0
白日门,206,392,牛魔画家,$7BBDCE,1
白日门,206,392,牛魔画家,$7BBDCE,0

祖玛神殿七层三,48,18,情缘峡谷,$7BBDCE,1
祖玛神殿七层三,48,18,情缘峡谷,$7BBDCE,0
魔龙沼泽,257,93,魔龙殿,$7BBDCE,0
魔龙沼泽,257,93,魔龙殿,$7BBDCE,1
雪山一层,20,40,雪山二层,$7BBDCE,1
雪山一层,20,40,雪山二层,$7BBDCE,0
雪山二层,447,50,雪山三层,$7BBDCE,1
雪山二层,447,50,雪山三层,$7BBDCE,0
雪山三层,419,41,雪山秘境,$7BBDCE,0
雪山三层,419,41,雪山秘境,$7BBDCE,1
雪山秘境,137,56,雪山圣地,$7BBDCE,0
雪山秘境,137,56,雪山圣地,$7BBDCE,1
雪山秘境,106,90,雪域魔王[疯狂],$7BBDCE,0
雪山秘境,106,90,雪域魔王[疯狂],$7BBDCE,1
雪山圣地,53,56,雪域魔王,$7BBDCE,0
雪山圣地,53,56,雪域魔王,$7BBDCE,1

狐月山,223,305,狐月山洞,$7BBDCE,1
狐月山,223,305,狐月山洞,$7BBDCE,0
狐月山洞,115,18,狐月神殿,$7BBDCE,1
狐月山洞,115,18,狐月神殿,$7BBDCE,0

雷炎之路一层,20,218,雷炎之路二层,$7BBDCE,1
雷炎之路一层,20,218,雷炎之路二层,$7BBDCE,0
雷炎之路二层,77,157,雷炎殿,$7BBDCE,1
雷炎之路二层,77,157,雷炎殿,$7BBDCE,0
雷炎殿,52,53,火龙殿,$7BBDCE,1
雷炎殿,52,53,火龙殿,$7BBDCE,0


血池魔窟一层,141,27,血池魔窟二层,$7BBDCE,1
血池魔窟一层,141,27,血池魔窟二层,$7BBDCE,0
血池魔窟二层,18,81,血灵教主之家,$7BBDCE,1
血池魔窟二层,18,81,血灵教主之家,$7BBDCE,0

神龙一层,141,27,神龙二层,$7BBDCE,1
神龙一层,141,27,神龙二层,$7BBDCE,0
神龙一层,285,165,神龙二层,$7BBDCE,1
神龙一层,285,165,神龙二层,$7BBDCE,0
神龙二层,56,26,真龙魔宫,$7BBDCE,1
神龙二层,56,26,真龙魔宫,$7BBDCE,0



石原,533,69,石原矿洞,$7BBDCE,0
石原,530,364,石原洞穴,$7BBDCE,0
石原矿洞,282,276,石原,$7BBDCE,0
石原矿洞,265,38,矿洞魔窟1,$7BBDCE,0
石原矿洞,36,235,矿洞魔窟2,$7BBDCE,0
石原矿洞,28,26,石原洞穴,$7BBDCE,0
石原洞穴,124,179,石原,$7BBDCE,0
石原洞穴,39,115,石原矿洞,$7BBDCE,0
兽人陵墓通道,149,80,兽人陵墓,$7BBDCE,0

石原,50,430,灾难之岭,$7BBDCE,0
灾难之岭,252,36,石原,$7BBDCE,0
灾难之岭,40,250,深渊魔窟,$7BBDCE,0

石原,533,69,石原矿洞,$7BBDCE,1
石原,566,364,石原洞穴,$7BBDCE,1
石原矿洞,282,276,石原,$7BBDCE,1
石原矿洞,268,38,矿洞魔窟1,$7BBDCE,1
石原矿洞,36,235,矿洞魔窟2,$7BBDCE,1
石原矿洞,28,26,石原洞穴,$7BBDCE,1
石原洞穴,124,179,石原,$7BBDCE,1
石原洞穴,39,115,石原矿洞,$7BBDCE,1
兽人陵墓通道,149,80,兽人陵墓,$7BBDCE,1

骨魔洞五层,181,62,黄泉教主,$7BBDCE,0
骨魔洞五层,145,26,黄泉教主[疯狂],$7BBDCE,0
骨魔洞五层,181,62,黄泉教主,$7BBDCE,1
骨魔洞五层,145,26,黄泉教主[疯狂],$7BBDCE,1

































