内功技能,怒之爆裂火焰,利用内力提升施放爆裂火焰的伤害
内功技能,怒之雷电,利用内力提升施放雷电术的伤害
内功技能,怒之大火球,利用内力提升施放大火球的伤害
内功技能,怒之火墙,利用内力提升施放火墙的伤害
内功技能,怒之疾光电影,利用内力提升施放疾光电影的伤害
内功技能,怒之地狱雷光,利用内力提升施放地狱雷光的伤害
内功技能,怒之寒冰掌,利用内力提升施放寒冰掌的伤害
内功技能,怒之冰咆哮,利用内力提升施放冰咆哮的伤害
内功技能,怒之灭天火,利用内力提升施放灭天火的伤害
内功技能,怒之流星火雨,利用内力提升施放流星火雨的伤害
内功技能,怒之火符,利用内力提升施放灵魂火符的伤害
内功技能,怒之噬血,利用内力提升施放噬血术的伤害
内功技能,怒之攻杀,利用内力提升施放攻杀剑术的伤害
内功技能,怒之半月,利用内力提升施放半月弯刀的伤害
内功技能,怒之内功剑法,利用内力提升施放普通攻击的伤害
内功技能,怒之烈火,利用内力提升施放烈火剑法的伤害
内功技能,怒之逐日,利用内力提升施放逐日剑法的伤害
内功技能,怒之施毒,利用内力提升施放施毒术的伤害
内功技能,怒之月灵,利用内力提升施放月灵的伤害
内功技能,怒之暴击术,利用内力提升施放暴击术的伤害
内功技能,怒之炎龙波,利用内力提升施放炎龙波的伤害
内功技能,怒之火镰狂舞,利用内力提升施放火镰狂舞的伤害

内功技能,静之火球,利用内力减少受到火球术的伤害
内功技能,静之地狱火,利用内力减少受到地狱火的伤害
内功技能,静之爆裂火焰,利用内力减少受到爆裂火焰的伤害
内功技能,静之雷电,利用内力减少受到雷电术的伤害
内功技能,静之大火球,利用内力减少受到大火球的伤害
内功技能,静之火墙,利用内力减少受到火墙的伤害
内功技能,静之疾光电影,利用内力减少受到疾光电影的伤害
内功技能,静之地狱雷光,利用内力减少受到地狱雷光的伤害
内功技能,静之寒冰掌,利用内力减少受到寒冰掌的伤害
内功技能,静之冰咆哮,利用内力减少受到冰咆哮的伤害
内功技能,静之灭天火,利用内力减少受到灭天火的伤害
内功技能,静之流星火雨,利用内力减少受到流星火雨的伤害
内功技能,静之火符,利用内力减少受到灵魂火符的伤害
内功技能,静之噬血,利用内力减少受到噬血术的伤害
内功技能,静之攻杀,利用内力减少受到攻杀剑术的伤害
内功技能,静之半月,利用内力减少受到半月弯刀的伤害
内功技能,静之内功剑法,利用内力减少受到普通攻击的伤害
内功技能,静之烈火,利用内力减少受到烈火剑法的伤害
内功技能,静之逐日,利用内力减少受到逐日剑法的伤害
内功技能,静之施毒,利用内力减少受到施毒术的伤害
内功技能,静之月灵,利用内力减少受到月灵的伤害
内功技能,静之冰冻,利用内力减少受到冰冻的伤害
内功技能,静之暴击术,利用内力减少受到暴击术的伤害
内功技能,静之炎龙波,利用内力减少受到炎龙波的伤害
内功技能,静之火镰狂舞,利用内力减少受到火镰狂舞的伤害




普通技能,暴击术,普通攻击后有可能触发，触发后会对目标造成大量伤害
普通技能,潜行,可以对光圈外的人和怪物隐身，隐身时无法使用技能（冷酷除外）和道具，奔跑会现身。
普通技能,致残毒药,在武器上涂上可持续一段时间的毒药，在普攻时有可能使敌方中毒，使其只能走路。
普通技能,精准术,被动增加人物准确
普通技能,炎龙波,暴击术后有可能触发，触发后对前方数格造成大量伤害。
普通技能,旋风腿,弹开左前，右前，正前方的敌人数格，并对其造成微量伤害。
普通技能,鬼灵步,瞬间移动到数格以外的指定位置
普通技能,冷酷,主动使用后，下一次攻击必可触发暴击术、炎龙波、火镰狂舞
普通技能,火镰狂舞,炎龙波后可能触发，触发后对左、左前、正前、右前、右5个方向的敌人造成大量伤害。
普通技能,血魄一击(刺),使用后，向刺客的正前方突刺6-7格，并对遇到的第一个敌人造成大量伤害

普通技能,扭转乾坤,使用后立即刷新龙神技能的冷却时间。
普通技能,裂石,攻击时有概率造成大量伤害。
普通技能,凝冰,对目标使用后可使目标进入冰封状态8秒。
普通技能,无极盾,使用后将在接下来的数次被攻击中获得大幅度减免的效果。
普通技能,破釜沉舟,使用后将在接下来的数次攻击中获得攻击力提升的效果。
普通技能,绝杀之意,使用后将在下一次攻击中获得伤害大幅度提升的效果。
普通技能,军魂觉醒,感受到上古军魂的召唤，激发体内军魂之力，进入觉醒境界，攻血大幅提升，并能军魂技能。
普通技能,惊涛怒斩,召唤上古神兵从天而降，对5*5目标范围内的敌人造成大量伤害并必定身。
普通技能,冰霜领域,调动体内真气，在周身产生冰霜领域，对进入领域的敌人造成持续伤害，冰霜领域跟随主号人物移动。
普通技能,召唤龙兽,瞬间从身旁召唤出两只异常强大的龙兽，攻击周围的敌人。
普通技能,幻影刺袭,运用高超的刺杀技巧，对范围内的每个敌人造成高额单体伤害。
