记路标石	4042	2	T232	23	24
记路标石	4042	3	T315	51	35
记路标石	4042	4	T118	17	16
记路标石	4043	0	M101	24	31
记路标石	4059	0	D716	20	25
记路标石	4059	1	D5074	76	18
记路标石	4059	2	D1004	146	117
记路标石	4059	3	D10051	180	55
记路标石	409276	0	ND717	28	61
记路标石	409276	1	D710	32	20
记路标石	409276	5	n0122	16	40
记路标石	409360	0	D2078	252	250
记路标石	409360	1	D5074	46	21
记路标石	4171	0	D2002	22	22
记路标石	4171	1	D1004	78	153
记路标石	418	0	NR001	124	129
记路标石	418	1	T339	22	25
记路标石	418	2	T232	20	22
记路标石	418	3	T315	69	65
记路标石	418	4	T218	14	16
记路标石	4221	0	n0122	20	34
记路标石	4292	0	ND717	26	73
记路标石	4292	1	D2078	253	253
记路标石	43648	0	EM200	16	19
记路标石	43649	0	EM200	16	19
记路标石	4446	0	D608	25	23
记路标石	4446	1	D71650	18	32
记路标石	4446	2	D2052	59	27
记路标石	4446	5	D71601	35	18
记路标石	4453	0	64	29	61
记路标石	4453	1	D2078	253	253
记路标石	4460	0	n11	226	275
记路标石	4460	1	M101	22	33
记路标石	4460	5	D71650	19	31
记路标石	4466	5	n0	142	40
记路标石	4493	0	D2001	256	266
记路标石	4493	5	1	313	74
记路标石	4579	0	T118	8	15
记路标石	4579	1	T118	8	15
记路标石	4620	0	1	313	74
记路标石	4620	1	D2052	72	31
记路标石	4626	0	n0	323	655
记路标石	4629	0	1	311	74
记路标石	4629	1	D2008	51	53
记路标石	463493	0	1	313	74
记路标石	4880	0	1	313	74
记路标石	4925	0	1	313	74
记路标石	4953	0	D2001	83	87
记路标石	5065	0	1	313	74
记路标石	5065	1	n3	334	331
记路标石	5067	0	D5074	76	16
记路标石	5067	1	D2078	253	253
记路标石	5067	2	64	28	63
记路标石	5067	3	D2008	78	77
记路标石	5067	4	D2052	82	38
记路标石	5074	0	n3	338	337
记路标石	5074	1	NR001	20	84
记路标石	5077	0	1	313	74
记路标石	5077	1	D2064	14	180
记路标石	5077	2	D2002	33	15
记路标石	5077	3	D2078	254	255
记路标石	5077	4	n11	347	323
记路标石	5079	0	D2002	21	25
记路标石	5079	1	D2008	37	26
记路标石	5105	0	D2002	12	28
记路标石	5165	0	1	314	75
记路标石	5165	1	n11	176	326
记路标石	5165	2	D5074	46	20
记路标石	5165	3	D2078	255	254
记路标石	5165	4	ND717	53	76
记路标石	5231	0	1	313	74
记路标石	5355	0	D2002	27	19
记路标石	5355	1	D406	38	46
记路标石	5424	0	1	313	74
记路标石	5731	0	1	313	74
记路标石	5839	0	1	85	282
记路标石	5839	1	ND024	32	32
记路标石	5839	2	n3	331	336
记路标石	5852	0	1	313	73
记路标石	5852	5	D2001	20	100
记路标石	586	0	D71650	19	29
记路标石	586	1	n63	254	42
记路标石	6263	0	D5074	76	16
记路标石	6263	1	ND024	18	17
记路标石	6363	0	n6	391	142
记路标石	6363	1	NR001	160	168
记路标石	6363	2	D5074	77	21
记路标石	6363	3	D2008	51	53
记路标石	649111	0	1	86	281
记路标石	649111	1	ND024	16	15
记路标石	649122	0	1	288	62
记路标石	649122	1	n0122	23	31
记路标石	650959	0	D2002	21	20
记路标石	651968	0	n3	620	275
记路标石	652422	0	T339	21	29
记路标石	652422	1	T232	21	25
记路标石	652555	0	D2052	64	71
记路标石	652555	1	new0150	34	42
记路标石	653799	0	1	313	74
记路标石	661426	0	M001	174	30
记路标石	6654	0	1	313	74
记路标石	6713	0	n3	315	302
记路标石	6725	0	1	313	74
记路标石	6973	0	n0122	24	32
记路标石	6973	1	D405	42	121
记路标石	6973	2	E404	40	57
记路标石	6973	3	D403	169	142
记路标石	6973	4	D403	91	68
记路标石	6973	5	NR001	23	85
记路标石	697418	0	D2078	254	254
记路标石	697418	1	D10052	136	28
记路标石	697418	2	D2001	20	100
记路标石	697418	3	D5074	76	16
记路标石	697418	4	n63	252	43
记路标石	697418	5	M100	31	84
记路标石	6998	0	ND024	35	44
记路标石	6998	1	D2078	253	253
记路标石	6998	2	D5074	74	20
记路标石	6998	3	D2064	14	179
记路标石	6998	4	D2002	31	20
记路标石	7063	0	1	313	74
记路标石	7180	0	D2008	81	82
记路标石	730966	0	D2052	86	67
记路标石	7341	0	D2002	26	23
记路标石	7341	1	T315	51	30
记路标石	7341	2	T339	25	22
记路标石	7341	3	T232	20	27
记路标石	7341	4	NR001	63	91
记路标石	7341	5	D2078	253	253
记路标石	7561	0	D404	12	149
记路标石	7638	0	ND717	26	72
记路标石	7638	1	D5071	12	14
记路标石	7714	0	D2004	75	76
记路标石	7720	0	1	313	74
记路标石	7722	0	D2064	14	181
记路标石	7722	1	D2001	137	78
记路标石	782546	0	D003	216	180
记路标石	7827	0	n11	221	275
记路标石	7827	1	n3	296	362
记路标石	7827	2	n5	111	357
记路标石	7827	3	nB341	20	21
记路标石	7827	4	n3	314	301
记路标石	8002	0	1	313	74
记路标石	8010	0	n3	853	666
记路标石	8020	0	64	261	251
记路标石	8020	1	D2052	85	67
记路标石	8106	0	D2010	173	38
记路标石	8106	1	D10052	60	145
记路标石	8106	2	n63	255	41
记路标石	8106	3	D001	155	358
记路标石	8106	4	M101	24	32
记路标石	8136	0	D2002	24	33
记路标石	819029	0	D401	88	16
记路标石	819029	1	D404	76	50
记路标石	819029	2	D403	9	100
记路标石	819471	0	D2078	253	253
记路标石	819471	1	64	233	231
记路标石	819471	2	D2007	44	31
记路标石	830401	0	D2002	22	29
记路标石	867576	0	D023	51	365
记路标石	867576	1	D2052	62	82
记路标石	8731	0	T218	14	16
记路标石	8731	1	T219	25	24
记路标石	8731	2	T339	22	26
记路标石	8731	3	T232	24	24
记路标石	8731	4	T118	14	19
记路标石	8731	5	T315	48	34
记路标石	875181	0	ND717	31	79
记路标石	884690	0	D401	85	12
记路标石	898986	0	1	311	72
记路标石	899284	0	M100	33	92
记路标石	9010	0	D2052	92	75
记路标石	9010	1	D2078	255	255
记路标石	9010	2	D10052	137	26
记路标石	9010	3	D5074	76	16
记路标石	9046	0	D2064	12	182
记路标石	908668	0	n3	616	269
记路标石	908668	1	new0150	31	45
记路标石	908668	5	n4	267	248
记路标石	9118	0	D2002	33	20
记路标石	9242	0	D5074	76	16
记路标石	9242	1	D2078	253	253
记路标石	9328	0	T315	52	36
记路标石	9328	1	T232	21	23
记路标石	9328	2	T339	21	26
记路标石	9328	3	T219	23	21
记路标石	9541	0	T232	19	29
记路标石	9541	1	T219	55	17
记路标石	9541	2	T218	14	16
记路标石	9541	3	T315	46	50
记路标石	9541	4	NR001	29	82
记路标石	9541	5	n0	319	652
记路标石	9592	0	n3	339	336
记路标石	9592	1	D2010	172	37
记路标石	9874	0	D505	156	185
记路标石	9874	1	D505	116	11
记路标石	9874	2	D5074	75	18
记路标石	9874	4	n0	562	339
记路标石	9874	5	D2008	33	22
记路标石	990414	0	D2002	31	15
